Name,Iata,Icao,Lat,Lon,Country,Alt,City
Pune Airport,PNQ,VAPO,18.582109,73.919693,India,1942,Pune
Punta Arenas International Airport,PUQ,SCCI,-53.002602,-70.8545,Chile,139,Punta Arenas
Punta Cana International Airport,PUJ,MDPC,18.56736,-68.363403,Dominican Republic,47,Punta Cana
Punta del Este International Airport,PDP,SULS,-34.855099,-55.0942,Uruguay,95,Punta del Este
Punta Gorda Airport,PND,MZPG,16.102222,-88.80806,Belize,7,
Punta Gorda Airport,PGD,KPGD,26.918888,-81.990829,United States,26,Punta Gorda
Purwokerto Airport,PWL,WAHP,-7.461667,109.416664,Indonesia,160,
Putao Airport,PBU,VYPT,27.32992,97.426262,Myanmar (Burma),1500,Putao
Putussibau Pangsuma Airport,PSU,WIOP,0.833333,112.933334,Indonesia,297,Putussibau-Borneo Island
Puvirnituq Airport,YPX,CYPX,60.052223,-77.287498,Canada,74,Puvirnituq
Pyongyang Sunan International Airport,FNJ,ZKPY,39.22406,125.670097,North Korea,117,Pyongyang
Qaanaaq Airport,NAQ,BGQQ,77.488647,-69.388702,Greenland,51,Qaanaaq
Qaarsut Airport,JQA,BGUQ,70.73423,-52.696201,Greenland,289,Uummannaq
Qabala International Airport,GBB,UBBQ,40.799999,47.720001,Azerbaijan,1109,Qabala
Qaisumah Hafar Al Batin Airport,AQI,OEPA,28.33519,46.125061,Saudi Arabia,1174,Hafr Al-batin
Qamdo Bamda Airport,BPX,ZUBD,30.55361,97.10833,China,14219,Bangda
Qianjiang Wulingshan Airport,JIQ,ZUQJ,29.5175,108.82917,China,-1,
Qiemo Airport,IQM,ZWCM,38.149399,85.532799,China,4108,Qiemo
Qikiqtarjuaq Airport,YVM,CYVM,67.54583,-64.031303,Canada,18,Broughton Island
Qingdao Liuting International Airport,TAO,ZSQD,36.266102,120.374397,China,33,Qingdao
Qingyang Airport,IQN,ZLQY,35.799702,107.602997,China,4606,Qingyang
Qinhuangdao Beidaihe Airport,BPE,ZBDH,39.666389,119.058891,China,46,Bagan
Qinhuangdao Shanhaiguan Airport,SHP,ZBSH,39.968102,119.731003,China,30,Qinhuangdao
Qionghai Bo'ao Airport,BAR,ZJQH,19.13969,110.455772,China,40,
Qiqihar Sanjiazi Airport,NDG,ZYQQ,47.316666,123.916664,China,477,Qiqihar
Qualicum Beach Airport,XQU,CAT4,49.337223,-124.39389,Canada,190,
Quang Ninh Van Don International Airport,VDO,VVVD,21.117779,107.414169,Vietnam,-1,
Quanzhou Jinjiang Airport,JJN,ZSQZ,24.802809,118.587296,China,21,Quanzhou
Quebec City International Airport,YQB,CYQB,46.791111,-71.393303,Canada,244,Quebec
Queenstown Airport,ZQN,NZQN,-45.021099,168.739105,New Zealand,1171,Queenstown International
Quelimane Airport,UEL,FQQL,-17.855499,36.869099,Mozambique,36,Quelimane
Quepos La Managua Airport,XQP,MRQP,9.443164,-84.1297,Costa Rica,85,Quepos
Queretaro International Airport,QRO,MMQT,20.617279,-100.184998,Mexico,6296,Queretaro
Quesnel Airport,YQZ,CYQZ,53.026112,-122.510002,Canada,1789,Quesnel
Quetta International Airport,UET,OPQT,30.25136,66.937759,Pakistan,5267,Quetta
Qui Nhon Phu Cat Airport,UIH,VVPC,13.955,109.042221,Vietnam,79,Phucat
Quibdo El Carano,UIB,SKUI,5.690797,-76.641197,Colombia,204,Quibdo
Quilpie Airport,ULP,YQLP,-26.633333,144.300003,Australia,655,Quilpie
Quimper Cornouaille Airport,UIP,LFRQ,47.974998,-4.16777,France,297,Quimper
Quincy Municipal Airport,UIN,KUIN,39.944168,-91.19722,United States,769,Quincy
Quinhagak Airport,KWN,PAQH,59.761112,-161.833328,United States,10,Quinhagak
Quinto Ambri Airport,QYQ,LSPM,46.513058,8.689444,Switzerland,3214,Quinto
Quito Mariscal Sucre International Airport,UIO,SEQM,-0.1133,-78.358597,Ecuador,7874,Quito
Quzhou Airport,JUZ,ZSJU,28.965799,118.899002,China,220,Quzhou
Rabat-Sale Airport,RBA,GMME,34.05146,-6.75151,Morocco,276,Rabat
Rabaul Airport,RAB,AYTK,-4.34045,152.379593,Papua New Guinea,32,Tokua
Rach Gia Airport,VKG,VVRG,9.958056,105.1325,Vietnam,7,Rach Gia
Racine Batten International Airport,RAC,KRAC,42.760555,-87.815277,United States,674,Racine
Radom Airport,RDO,EPRA,51.389168,21.213612,Poland,596,RADOM
RAF Benson,BEX,EGUB,51.616402,-1.09583,United Kingdom,226,Benson
RAF Brize Norton,BZZ,EGVN,51.749962,-1.58361,United Kingdom,288,Brize Norton
RAF Coningsby,QCY,EGXC,53.09301,-0.16601,United Kingdom,25,Coningsby
RAF Lakenheath,LKZ,EGUL,52.409302,0.561,United Kingdom,32,Lakenheath
RAF Lossiemouth,LMO,EGQS,57.705212,-3.33916,United Kingdom,42,Lossiemouth
RAF Mildenhall,MHZ,EGUN,52.361931,0.486406,United Kingdom,33,Mildenhall
RAF Northolt,NHT,EGWU,51.553001,-0.41816,United Kingdom,124,Northolt
RAF Scampton,SQZ,EGXP,53.3078,-0.550833,United Kingdom,202,Scampton
RAF Waddington,WTN,EGXW,53.166111,-0.523889,United Kingdom,231,Waddington
Rafha Domestic Airport,RAH,OERF,29.62641,43.490608,Saudi Arabia,1474,Rafha
Rafsanjan Airport,RJN,OIKR,30.297701,56.051102,Iran,5298,Rafsanjan
Raha Sugimanuru Airport,RAQ,WAWR,-4.763597,122.56459,Indonesia,245,
Rahim Yar Khan Shaikh Zayed International Airport,RYK,OPRK,28.3839,70.279572,Pakistan,271,Rahim Yar Khan
Raiatea Airport,RFP,NTTR,-16.722799,-151.464996,French Polynesia,3,Raiatea Island
Raipur Swami Vivekananda Airport,RPR,VARP,21.180401,81.738747,India,1041,Raipur
Rajahmundry Airport,RJA,VORY,17.110359,81.818199,India,151,Rajahmundry
Rajkot Airport,RAJ,VARK,22.309179,70.779518,India,441,Rajkot
Rajshahi Shah Makhdum Airport,RJH,VGRJ,24.43721,88.616508,Bangladesh,64,Rajshahi
Raleigh-Durham International Airport,RDU,KRDU,35.877628,-78.787399,United States,435,Raleigh-durham
Ramsar International Airport,RZR,OINR,36.909901,50.679581,Iran,70,Ramsar
Ramstein Air Base,RMS,ETAR,49.436909,7.600283,Germany,776,Ramstein
Ranai Airport,NTX,WION,3.90871,108.388,Indonesia,7,Ranai-Natuna Besar Island
Ranchi Birsa Munda Airport,IXR,VERC,23.314251,85.321671,India,2148,Ranchi
Rangiroa Airport,RGI,NTTG,-14.9552,-147.656998,French Polynesia,10,Rangiroa
Rankin Inlet Airport,YRT,CYRT,62.81139,-92.115799,Canada,94,Rankin Inlet
Ranong Airport,UNN,VTSR,9.7775,98.585281,Thailand,57,Ranong
Rapid City Regional Airport,RAP,KRAP,44.04533,-103.056999,United States,3204,Rapid City
Ras Al Khaimah International Airport,RKT,OMRK,25.61348,55.938808,United Arab Emirates,102,Ras Al Khaimah
Rasht Airport,RAS,OIGG,37.32531,49.605808,Iran,40,Rasht
Ravenna Airport,RAN,LIDR,44.3643,12.2249,Italy,728,
Ravensthorpe Airport,RVT,YNRV,-33.779999,120.199997,Australia,-1,Ravensthorpe
Rawlins Municipal Airport,RWL,KRWL,41.804443,-107.201385,United States,6813,Rawlins
Rayong Pattaya U-Tapao International Airport,UTP,VTBU,12.67994,101.004997,Thailand,42,Pattaya
Reading Regional Airport,RDG,KRDG,40.378613,-75.96389,United States,313,Reading
Recife Airport,REC,SBRF,-8.12679,-34.923,Brazil,33,Recife
Reconquista Airport,RCQ,SATR,-29.210278,-59.68,Argentina,161,Reconquista
Red Bluff Municipal Airport,RBL,KRBL,40.154999,-122.252464,United States,344,Red Bluff
Red Deer Regional Airport,YQF,CYQF,52.18222,-113.893997,Canada,2968,Red Deer Industrial
Red Dog Airport,RDB,PADG,68.032097,-162.899002,United States,969,
Red Lake Airport,YRL,CYRL,51.060001,-93.790001,Canada,1265,Red Lake
Red Sucker Lake Airport,YRS,CYRS,54.167568,-93.557617,Canada,725,Red Sucker Lake
Redding Municipal Airport,RDD,KRDD,40.508999,-122.292999,United States,505,Redding
Redhill Aerodrome,KRH,EGKR,51.2136,-0.138611,United Kingdom,222,Redhill
Redmond Municipal Airport,RDM,KRDM,44.254051,-121.149002,United States,3080,Redmond-Bend
Reggio Calabria Airport,REG,LICR,38.071201,15.65155,Italy,96,Reggio Calabria
Regina International Airport,YQR,CYQR,50.431938,-104.665001,Canada,1894,Regina
Reichelsheim Airport,QER,EDFB,50.335888,8.878789,Germany,397,Reichelsheim
Reims Prunay Airport,QYR,LFQA,49.208611,4.156667,France,313,Reims
Rendsburg Schachtholm Airport,QEX,EDXR,54.220001,9.599444,Germany,23,Rendsburg
Rengat Japura Airport,RGT,WIBJ,-0.3528,102.3349,Indonesia,62,
Rennes Saint-Jacques Airport,RNS,LFRN,48.071941,-1.73222,France,124,Rennes
Reno Tahoe International Airport,RNO,KRNO,39.499111,-119.767998,United States,4415,Reno
Renton Municipal Airport,RNT,KRNT,47.493301,-122.215698,United States,32,Renton
Resistencia International Airport,RES,SARE,-27.4499,-59.056099,Argentina,173,Resistencia
Resolute Bay Airport,YRB,CYRB,74.716942,-94.969398,Canada,215,Resolute
Reus Airport,REU,LERS,41.147388,1.167172,Spain,234,Reus
Revelstoke Airport,YRV,CYRV,50.962223,-118.184441,Canada,1453,Revelstoke
Rexburg Madison County Airport,RXE,KRXE,43.8339,-111.805,United States,4858,
Reykjavik Airport,RKV,BIRK,64.12999,-21.9405,Iceland,48,Reykjavik
Reynosa General Lucio Blanco International Airport,REX,MMRX,26.0089,-98.2285,Mexico,139,Reynosa
Rhinelander Oneida County Airport,RHI,KRHI,45.631191,-89.4674,United States,1624,Rhinelander
Rhodes International Airport,RHO,LGRP,36.405411,28.086189,Greece,17,Rhodos
Ribeirao Preto Leite Lopes Airport,RAO,SBRP,-21.1341,-47.774101,Brazil,1802,Ribeirao Preto
Riberalta Airport,RIB,SLRI,-11.0105,-66.116669,Bolivia,462,Riberalta
Rice Lake Regional Airport,RIE,KRPD,45.415775,-91.772942,United States,1101,
Richards Bay Airport,RCB,FARB,-28.740999,32.09211,South Africa,109,Richard's Bay
Richland Airport,RLD,KRLD,46.308334,-119.305557,United States,391,
Richmond Airport,RCM,YRMD,-20.7019,143.1147,Australia,676,Richmond
Richmond Airport,RIC,KRIC,37.505161,-77.319603,United States,167,Richmond
Richmond Municipal Airport,RID,KRID,39.756111,-84.842781,United States,1140,Richmond
Riesa Göhlis Airport,IES,EDAU,51.29361,13.356111,Germany,322,Riesa
Riga International Airport,RIX,EVRA,56.923611,23.971109,Latvia,34,Riga
Rigolet Airport,YRG,CCZ2,54.179443,-58.457222,Canada,186,Rigolet
Rijeka Airport,RJK,LDRI,45.216881,14.57026,Croatia,278,Rijeka
Rimatara Airport,RMT,NTAM,-22.629999,-152.800003,French Polynesia,-1,Rimatara
Rimini Federico Fellini Airport,RMI,LIPR,44.02029,12.61174,Italy,41,Rimini
Rio Branco International Airport,RBR,SBRB,-9.86915,-67.893997,Brazil,633,Rio Branco
Rio Cuarto Las Higueras Airport,RCU,SAOC,-33.085098,-64.261299,Argentina,1381,Rio Cuarto
Rio de Janeiro Galeao International Airport,GIG,SBGL,-22.808901,-43.243599,Brazil,28,Rio De Janeiro
Rio De Janeiro Jacarepagua Airport,RRJ,SBJR,-22.986689,-43.369896,Brazil,16,
Rio de Janeiro Santos Dumont,SDU,SBRJ,-22.9104,-43.163101,Brazil,11,Rio De Janeiro
Rio Gallegos International Airport,RGL,SAWG,-51.608799,-69.312599,Argentina,61,Rio Gallegos
Rio Grande International Airport,RGA,SAWE,-53.777599,-67.749298,Argentina,65,Rio Grande
Rio Hato Scarlett Martinez International Airport,RIH,MPSM,8.371162,-80.127876,Panama,82,
Rio Verde Airport,RVD,SWLC,-17.834723,-50.956112,Brazil,2464,Rio Verde
Riohacha Almirante Padilla Airport,RCH,SKRH,11.52355,-72.927101,Colombia,43,Rio Hacha
Rishiri Airport,RIS,RJER,45.242001,141.186401,Japan,112,Rishiri Island
Riverside March Air Reserve Base,RIV,KRIV,33.880711,-117.259003,United States,1536,Riverside
Riverside Municipal Airport,RAL,KRAL,33.951881,-117.445,United States,819,Riverside
Riverton Regional Airport,RIW,KRIW,43.064445,-108.456947,United States,5525,Riverton WY
Rivne International Airport,RWN,UKLR,50.599998,26.15,Ukraine,755,Rivne
Riyadh King Khalid International Airport,RUH,OERK,24.95764,46.698769,Saudi Arabia,2049,Riyadh
Rizhao Shanzihe Airport,RIZ,ZSRZ,35.399723,119.316666,China,197,
Roanne Airport,QYO,LFLO,46.055798,4.000926,France,1106,Roanne
Roanne Renaison Airport,RNE,LFLO,46.052711,3.999614,France,1106,Roanne
Roanoke Regional Airport,ROA,KROA,37.32,-79.970001,United States,1175,Roanoke VA
Roatan International Airport,RTB,MHRO,16.316811,-86.522903,Honduras,18,Roatan
Roberval Airport,YRJ,CYRJ,48.52,-72.265503,Canada,586,Roberval
Rochester Airport,RCS,EGTO,51.351898,0.503333,United Kingdom,436,Rochester
Rochester International Airport,ROC,KROC,43.118858,-77.672302,United States,559,Rochester
Rochester International Airport,RST,KRST,43.908272,-92.5,United States,1317,Rochester
Rock Hill York County Airport,RKH,KUZA,34.987778,-81.05722,United States,667,Rock Hill
Rock Sound International Airport,RSD,MYER,24.891701,-76.177696,Bahamas,16,Rock Sound
Rock Springs Sweetwater County Airport,RKS,KRKS,41.59639,-109.065834,United States,6760,Rock Springs
Rockhampton Airport,ROK,YBRK,-23.381901,150.475204,Australia,34,Rockhampton
Rockland Knox County Regional Airport,RKD,KRKD,44.059166,-69.098053,United States,55,Rockland
Rockport Aransas County Airport,RKP,KRKP,28.086111,-97.04361,United States,24,Rockport
Rocky Mount Wilson Airport,RWI,KRWI,35.854443,-77.890556,United States,159,Rocky Mount
Rodez Marcillac Airport,RDZ,LFCR,44.407501,2.483333,France,1910,Rodez
Rodrigues Island Plaine Corail Airport,RRG,FIMR,-19.757601,63.360981,Mauritius,95,Rodriguez Island
Rogers Municipal Airport,ROG,KROG,36.372223,-94.106667,United States,1353,
Roi Et Airport,ROI,VTUV,16.1168,103.774002,Thailand,451,Roi Et
Roma Airport,RMA,YROM,-26.545,148.774719,Australia,1032,Roma
Rome Ciampino Airport,CIA,LIRA,41.799358,12.59493,Italy,427,Rome
Rome Griffiss International Airport,RME,KRME,43.233799,-75.406998,United States,504,Rome
Rome Leonardo da Vinci Fiumicino Airport,FCO,LIRF,41.80447,12.25079,Italy,15,Rome
Rome Richard B. Russell Airport,RMG,KRMG,34.349998,-85.150002,United States,644,Rome
Romeoville Lewis University Airport,LOT,KLOT,41.607224,-88.096107,United States,673,Lockport
Rondonopolis Airport,ROO,SBRD,-16.585278,-54.724167,Brazil,1467,
Ronneby Airport,RNB,ESDF,56.266659,15.265,Sweden,191,Ronneby
Roros Airport,RRS,ENRO,62.578411,11.34234,Norway,2054,Roros
Rorvik Airport,RVK,ENRM,64.838333,11.146111,Norway,14,
Rosario Islas Malvinas International Airport,ROS,SAAR,-32.903599,-60.785,Argentina,85,Rosario
Roseau Canefield Airport,DCF,TDCF,15.33671,-61.3922,Dominica,13,Canefield
Roseburg Regional Airport,RBG,KRBG,43.238827,-123.358009,United States,501,
Roskilde Airport,RKE,EKRK,55.58556,12.13142,Denmark,146,Copenhagen
Rost Airport,RET,ENRS,67.527771,12.10333,Norway,7,Røst
Rostock Laage Airport,RLG,ETNL,53.917999,12.278,Germany,138,Laage
Rostov-on-Don Platov International Airport,ROV,URRP,47.493889,39.924721,Russia,213,
Roswell International Air Center Airport,ROW,KROW,33.301552,-104.529999,United States,3671,Roswell
Rota International Airport,ROP,PGRO,14.17435,145.241104,Northern Mariana Islands,607,Rota
Roti David C. Saudale Airport,RTI,WATR,-10.767597,123.073303,Indonesia,466,
Rotorua International Airport,ROT,NZRO,-38.1091,176.3172,New Zealand,938,Rotorua
Rotterdam The Hague Airport,RTM,EHRD,51.95694,4.437222,Netherlands,15,Rotterdam
Rottnest Island Airport,RTS,YRTI,-32.006699,115.540001,Australia,12,Rottnest Island
Rotuma Airport,RTA,NFNR,-12.4825,177.071106,Fiji,22,Rotuma
Rouen Airport,URO,LFOP,49.390831,1.183889,France,512,Rouen
Round Lake Airport,ZRJ,CZRJ,52.950001,-91.316666,Canada,974,Round Lake
Rouyn Noranda Airport,YUY,CYUY,48.206108,-78.835503,Canada,988,Rouyn
Rovaniemi Airport,RVN,EFRO,66.561661,25.83083,Finland,645,Rovaniemi
Roxas City Airport,RXS,RPVR,11.60066,122.748817,Philippines,10,Roxas City
Ruby Airport,RBY,PARY,64.730003,-155.460831,United States,654,Ruby
Rugen Airport,GTI,EDCG,54.383331,13.325556,Germany,69,Ruegen
Ruidoso Sierra Blanca Regional Airport,RUI,KSRR,33.462776,-105.534721,United States,6814,Ruidoso
Rurrenabaque Airport,RBQ,SLRQ,-14.4275,-67.498001,Bolivia,898,
Rurutu Airport,RUR,NTAR,-22.434,-151.360001,French Polynesia,18,Rurutu
Russian Mission Airport,RSH,PARS,61.775002,-161.319443,United States,51,Russian Mission
Ruston Airport,RSN,KRSN,32.516666,-92.633331,United States,311,
Ruteng Frans Sales Lega Airport,RTG,WRKG,-8.59701,120.476997,Indonesia,3510,
Rutland Southern Vermont Regional Airport,RUT,KRUT,43.529446,-72.948334,United States,787,Rutland
Rzeszow Jasionka Airport,RZE,EPRZ,50.109951,22.018999,Poland,675,Rzeszow
Saarbrucken Airport,SCN,EDDR,49.21455,7.109508,Germany,1058,Saarbruecken
Saba Juancho E. Yrausquin Airport,SAB,TNCS,17.645,-63.220001,Netherlands,65,Saba
Sabadell Airport,QYS,LELL,41.521362,2.104412,Spain,485,Sabadell
Sabang Maimun Saleh Airport,SBG,WIAB,5.874131,95.339668,Indonesia,393,
Sabetta International Airport,SBT,USDA,71.216118,72.049713,Russia,10,
Sabha Airport,SEB,HLLS,26.986959,14.47252,Libya,1427,Sebha
Sabzevar Airport,AFZ,OIMS,36.168098,57.5952,Iran,3010,Sabzevar
Sachigo Lake Airport,ZPB,CZPB,53.890556,-92.195274,Canada,871,Sachigo Lake
Sacramento Executive Airport,SAC,KSAC,38.51252,-121.492996,United States,23,Sacramento
Sacramento International Airport,SMF,KSMF,38.695412,-121.589996,United States,27,Sacramento
Sacramento Mather Airport,MHR,KMHR,38.55526,-121.296997,United States,98,Sacramento
Sacramento McClellan Airport,MCC,KMCC,38.667629,-121.400002,United States,76,Sacramento
Sadiq Abubakar III International Airport,SKO,DNSO,12.91632,5.207189,Nigeria,1010,Sokoto
Safford Regional Airport,SAD,KSAD,32.853333,-109.636772,United States,3170,Safford
Saga Airport,HSG,RJFS,33.153828,130.30278,Japan,6,Saga
Saginaw MBS International Airport,MBS,KMBS,43.532909,-84.079597,United States,668,Saginaw
Saguenay Bagotville Airport,YBG,CYBG,48.330551,-70.9963,Canada,522,Bagotville
Saibai Island Airport,SBR,YSII,-9.37833,142.625,Australia,15,Saibai Island
Saidpur Airport,SPD,VGSD,25.75922,88.908859,Bangladesh,125,Saidpur
Saint Etienne Boutheon Airport,EBU,LFMH,45.53405,4.297311,France,1325,St-Etienne
Saint Eustatius F.D. Roosevelt Airport,EUX,TNCE,17.49649,-62.979401,Netherlands,129,Oranjestad
Saint Helena Airport,HLE,FHSH,-15.959167,-5.645833,Saint Helena,1017,
Saint John Airport,YSJ,CYSJ,45.316109,-65.890198,Canada,357,St. John
Saint Joseph Rosecrans Memorial Airport,STJ,KSTJ,39.771942,-94.909706,United States,826,Rosecrans
Saint Nazaire Montoir Airport,SNR,LFRZ,47.310551,-2.15666,France,13,St.-nazaire
Saint-Augustin Airport,YIF,CYIF,51.209721,-58.657501,Canada,19,St-Augustin
Saint-Brieuc Armor Airport,SBK,LFRT,48.537491,-2.85654,France,452,St.-brieuc Armor
Saint-Denis Roland Garros Airport,RUN,FMEE,-20.889999,55.51638,Reunion,66,St.-denis
Saint-Francois Airport,SFC,TFFC,16.257799,-61.262501,Guadeloupe,10,St-François
Saint-Pierre Airport,FSP,LFVP,46.76305,-56.174099,Saint Pierre And Miquelon,27,St.-pierre
Saint-Pierre Pierrefonds Airport,ZSE,FMEP,-21.3216,55.425549,Reunion,59,St.-pierre
Saint-Tropez La Mole Airport,LTT,LFTZ,43.205399,6.482,France,59,La Môle
Sainte Marie Airport,SMS,FMMS,-17.0938,49.81583,Madagascar,7,Sainte Marie
Saipan International Airport,SPN,PGSN,15.119,145.729294,Northern Mariana Islands,211,Saipan
Sakaka Al-Jawf Domestic Airport,AJF,OESK,29.788668,40.101486,Saudi Arabia,2261,Al-Jawf
Sakata Shonai Airport,SYO,RJSY,38.809444,139.790558,Japan,86,Shonai
Sakon Nakhon Airport,SNO,VTUI,17.195141,104.118599,Thailand,529,Sakon Nakhon
Salalah Airport,SLL,OOSA,17.03871,54.09129,Oman,73,Salalah
Salamanca Airport,SLM,LESA,40.95211,-5.50198,Spain,2595,Salamanca
Salekhard Airport,SLY,USDD,66.590752,66.611038,Russia,219,Salekhard
Salem Airport,SXV,VOSM,11.7833,78.065598,India,1008,Salem
Salem Leckrone Airport,SLO,KSLO,38.645061,-88.966003,United States,573,
Salem Municipal Airport,SLE,KSLE,44.909443,-123.002502,United States,214,Salem
Salen Scandinavian Mountains Airport,SCR,ESKS,61.159,12.84,Sweden,1608,
Salerno Costa d'Amalfi Airport,QSR,LIRI,40.620148,14.92084,Italy,123,Salerno
Salida Harriet Alexander Field Airport,SLT,KANK,38.538334,-106.048615,United States,7523,
Salina Regional Airport,SLN,KSLN,38.790958,-97.6521,United States,1288,Salina
Salinas General Ulpiano Paez Airport,SNC,SESA,-2.20499,-80.9888,Ecuador,18,Salinas
Salinas Municipal Airport,SNS,KSNS,36.664909,-121.610428,United States,75,Salinas
Salisbury Ocean City Wicomico Regional Airport,SBY,KSBY,38.340519,-75.510201,United States,53,Salisbury
Salisbury Rowan County Airport,SRW,KRUQ,35.647892,-80.522339,United States,773,
Salluit Airport,YZG,CYZG,62.179443,-75.667221,Canada,742,Salluit
Salt Lake City International Airport,SLC,KSLC,40.78838,-111.976997,United States,4227,Salt Lake City
Salta Martin Miguel de Guemes International Airport,SLA,SASA,-24.8559,-65.486099,Argentina,4088,Salta
Saltillo Plan de Guadalupe Airport,SLW,MMIO,25.54949,-100.928001,Mexico,4778,Saltillo
Salvador International Airport,SSA,SBSV,-12.9109,-38.331001,Brazil,64,Salvador
Salzburg Airport,SZG,LOWS,47.793301,13.00433,Austria,1411,Salzburg
Samana El Catey International Airport,AZS,MDCY,19.267,-69.741997,Dominican Republic,148,Samana
Samara Kurumoch International Airport,KUF,UWWW,53.504848,50.16433,Russia,477,Samara
Samarinda AP Tumenggung Pranoto Airport,AAP,WALS,-0.373611,117.255554,Indonesia,82,Samarinda
Samarkand International Airport,SKD,UTSS,39.700539,66.983818,Uzbekistan,2224,Samarkand
Sambava Airport,SVB,FMNS,-14.2786,50.174721,Madagascar,20,Sambava
Samburu Buffalo Spring Airport,UAS,HKSB,0.533,37.533001,Kenya,3295,Samburu South
Samos International Airport,SMI,LGSM,37.689991,26.911659,Greece,19,Samos
Sampit Airport,SMQ,WAOS,-2.499167,112.974998,Indonesia,50,Sampit-Borneo Island
Samsun Carsamba Airport,SZF,LTFH,41.254478,36.567101,Turkey,18,Samsun
San Andres International Airport,ADZ,SKSP,12.58368,-81.710899,Colombia,19,San Andres Island
San Andros Airport,SAQ,MYAN,25.05381,-78.048897,Bahamas,5,San Andros
San Angelo Regional Airport,SJT,KSJT,31.35775,-100.496002,United States,1919,San Angelo
San Antonio International Airport,SAT,KSAT,29.533689,-98.469704,United States,809,San Antonio
San Antonio Lackland Air Force Base,SKF,KSKF,29.372971,-98.570969,United States,671,San Antonio
San Antonio Stinson Municipal Airport,SSF,KSSF,29.337084,-98.46936,United States,569,Stinson
San Bernardino International Airport,SBD,KSBD,34.095268,-117.235001,United States,1157,San Bernardino
San Carlos Airport,SQL,KSQL,37.511944,-122.249443,United States,5,San Carlos
San Carlos de Bariloche Airport,BRC,SAZS,-41.1511,-71.157501,Argentina,2776,San Carlos De Bariloche
San Cristobal Airport,SCY,SEST,-0.910278,-89.6175,Ecuador,62,San Cristóbal
San Diego Brown Field Municipal Airport,SDM,KSDM,32.572224,-116.980003,United States,526,San Diego
San Diego Gillespie Field Airport,SEE,KSEE,32.826111,-116.972221,United States,387,El Cajon
San Diego International Airport,SAN,KSAN,32.733551,-117.189003,United States,16,San Diego
San Diego McClellan Palomar Airport,CLD,KCRQ,33.12825,-117.279999,United States,330,Carlsbad
San Diego Montgomery Field Airport,MYF,KMYF,32.815449,-117.135635,United States,420,
San Francisco International Airport,SFO,KSFO,37.618969,-122.374001,United States,13,San Francisco
San Jose Airport,SJI,RPUH,12.36151,121.0466,Philippines,14,San Jose
San Jose de Buenavista Evelio Javier  Airport,EUQ,RPVS,10.767873,121.932968,Philippines,26,San Jose
San Jose del Cabo Los Cabos International Airport,SJD,MMSD,23.15185,-109.721001,Mexico,374,San Jose Del Cabo
San Jose International Airport,SJC,KSJC,37.362659,-121.929001,United States,62,San Jose
San Jose Juan Santamaria International Airport,SJO,MROC,9.993903,-84.208801,Costa Rica,3021,San Jose
San Jose Reid Hillview Airport,RHV,KRHV,37.332779,-121.819725,United States,133,San Jose
San Jose Tobias Bolanos International Airport,SYQ,MRPV,9.95,-84.133331,Costa Rica,3287,San Jose
San Juan Domingo Faustino Sarmiento,UAQ,SANU,-31.5714,-68.418098,Argentina,1959,San Julian
San Juan Fernando Luis Ribas Dominicci Airport,SIG,TJIG,18.45682,-66.098099,Puerto Rico,9,San Juan
San Juan Luis Munoz Marin International Airport,SJU,TJSJ,18.439409,-66.001801,Puerto Rico,9,San Juan
San Luis Airport,LUQ,SAOU,-33.273102,-66.3564,Argentina,2329,San Luis
San Luis Obispo County Regional Airport,SBP,KSBP,35.237259,-120.641998,United States,212,San Luis Obispo
San Luis Potosi Ponciano Arriaga International Airport,SLP,MMSP,22.254299,-100.93,Mexico,6035,San Luis Potosi
San Marcos Municipal Airport,HYI,KHYI,29.892778,-97.863052,United States,597,San Marcos
San Martin de los Andes Airport,CPC,SAZY,-40.075298,-71.137199,Argentina,2569,San Martin Des Andes
San Pedro Airport,SPY,DISP,4.746717,-6.66081,Cote D'ivoire (Ivory Coast),26,San Pedro
San Pedro John Greif II Airport,SPR,MZSP,17.91,-87.970001,Belize,4,
San Pedro Sula La Mesa International Airport,SAP,MHLM,15.45263,-87.9235,Honduras,91,San Pedro Sula
San Rafael Airport,AFA,SAMR,-34.588299,-68.403801,Argentina,2470,San Rafael
San Salvador Airport,ZSA,MYSM,24.063271,-74.523903,Bahamas,30,Cockburn Town
San Salvador Ilopango International Airport,ILS,MSSS,13.699471,-89.119781,El Salvador,2016,San Salvador
San Salvador International Airport,SAL,MSLP,13.44094,-89.055702,El Salvador,101,San Salvador
San Sebastian Airport,EAS,LESO,43.35651,-1.79061,Spain,15,San Sebastian
San Vicente Airport,SWL,RPSV,10.525,119.273888,Philippines,24,
Sana'a International Airport,SAH,OYSN,15.47625,44.21973,Yemen,7216,Sanaa
SANAE IV Skiway,QAS,AT22,-71.672386,-2.824861,Antarctica,2647,
Sanandaj Airport,SDG,OICS,35.24585,47.009239,Iran,4522,Sanandaj
Sand Point Airport,SDP,PASD,55.31369,-160.520996,United States,21,Sand Point
Sandakan Airport,SDK,WBKS,5.900897,118.059402,Malaysia,46,Sandakan
Sandane Airport,SDN,ENSD,61.830002,6.109444,Norway,196,Sandane
Sanday Airport,NDY,EGES,59.250278,-2.576667,United Kingdom,66,Sanday
Sandnessjoen Airport,SSJ,ENST,65.956818,12.46894,Norway,56,Sandnessjoen
